regime,feature_variant,experiment,model,threshold,accuracy,precision,sensitivity,specificity,f1,tn,fp,fn,tp,youden_index
all_epochs,base,effort_only,XGBoost,0.05,0.2002116096763334,0.2001731435167372,1.0,6.01286753652817e-05,0.3335737757473752,1,16630,0,4162,6.0128675365200834e-05
all_epochs,base,effort_only,XGBoost,0.1,0.20151012359928822,0.200346837516258,0.9992791926958193,0.0018639889363237328,0.33377472814092535,31,16600,3,4159,0.0011431816321429977
all_epochs,base,effort_only,XGBoost,0.15,0.20853171740489587,0.20077877829155513,0.9911100432484382,0.012687150502074439,0.3339134658194034,211,16420,37,4125,0.003797193750512573
all_epochs,base,effort_only,XGBoost,0.2,0.22089164622709564,0.2006068444090728,0.9690052859202306,0.03367205820455775,0.33239924173741037,560,16071,129,4033,0.0026773441247882612
all_epochs,base,effort_only,XGBoost,0.25,0.2464771798201318,0.2017625712804562,0.9351273426237385,0.07413865672539234,0.33191199044857583,1233,15398,270,3892,0.00926599934913086
all_epochs,base,effort_only,XGBoost,0.3,0.2881739046794594,0.20435725004168287,0.883469485824123,0.13919788347062714,0.3319341006544798,2315,14316,485,3677,0.022667369294750106
all_epochs,base,effort_only,XGBoost,0.35,0.3484345693262155,0.21052306933135947,0.820038443056223,0.2304130839997595,0.33503484833611463,3832,12799,749,3413,0.05045152705598244
all_epochs,base,effort_only,XGBoost,0.4,0.42653777713653634,0.220066358915176,0.733061028351754,0.34982863327520897,0.338511039609453,5818,10813,1111,3051,0.08288966162696298
all_epochs,base,effort_only,XGBoost,0.45,0.5121435098350406,0.23087997120748605,0.616530514175877,0.486020082977572,0.3359518198481278,8083,8548,1596,2566,0.10255059715344905
all_epochs,base,effort_only,XGBoost,0.5,0.596114076852787,0.2458603311735061,0.49231138875540603,0.6220912753292045,0.3279449423815621,10346,6285,2113,2049,0.11440266408461053
all_epochs,base,effort_only,XGBoost,0.55,0.6631077766556053,0.2577126299642066,0.36328688130706394,0.7381396187841982,0.3015255758300927,12276,4355,2650,1512,0.1014265000912622
all_epochs,base,effort_only,XGBoost,0.6,0.712932236810465,0.2640376077304779,0.24291206150888997,0.8305573928206361,0.25303466399699664,13813,2818,3151,1011,0.07346945432952601
all_epochs,base,effort_only,XGBoost,0.65,0.7468859712403213,0.2575957727873184,0.14055742431523305,0.8986230533341351,0.18187470853412094,14945,1686,3577,585,0.03918047764936805
all_epochs,base,effort_only,XGBoost,0.7,0.7683835906314626,0.24373040752351097,0.0747236905333974,0.9419758282725031,0.11438028687017286,15666,965,3851,311,0.016699518805900482
all_epochs,base,effort_only,XGBoost,0.75,0.7851680854133603,0.256,0.03844305622296973,0.972040165955144,0.06684771255483601,16166,465,4002,160,0.010483222178113705
all_epochs,base,effort_only,XGBoost,0.8,0.7953638243639687,0.2876712328767123,0.01513695338779433,0.990619926643016,0.02876055695046793,16475,156,4099,63,0.0057568800308103185
all_epochs,base,effort_only,XGBoost,0.85,0.7992593661328332,0.3333333333333333,0.0028832292167227293,0.9985569117912333,0.005717008099094807,16607,24,4150,12,0.0014401410079560861
all_epochs,base,effort_only,XGBoost,0.9,0.7998845765401817,1.0,0.0002402691013935608,1.0,0.00048042277203939464,16631,0,4161,1,0.0002402691013936309
all_epochs,base,effort_only,XGBoost,0.95,0.7998364834319242,0.0,0.0,1.0,0.0,16631,0,4162,0,0.0
all_epochs,base,flow_only,XGBoost,0.05,0.20001923724330303,0.20001924187030978,0.9990389235944258,6.01286753652817e-05,0.3333066132264529,1,16630,4,4158,-0.0009009477302088786
all_epochs,base,flow_only,XGBoost,0.1,0.2007887269754244,0.20005779233288384,0.9980778471888515,0.0012627021826709158,0.33330658749899705,21,16610,8,4154,-0.0006594506284776092
all_epochs,base,flow_only,XGBoost,0.15,0.23584860289520512,0.20459468990881152,0.9757328207592504,0.05068847333293248,0.33826163008621046,843,15788,101,4061,0.026421294092182857
all_epochs,base,flow_only,XGBoost,0.2,0.24854518347520801,0.20530618540799012,0.9593945218644883,0.070651193554206,0.3382321799161408,1175,15456,169,3993,0.030045715418694163
all_epochs,base,flow_only,XGBoost,0.25,0.272399365170971,0.20696841767755036,0.9305622296972609,0.10769045757921952,0.33862295081967214,1791,14840,289,3873,0.038252687276480346
all_epochs,base,flow_only,XGBoost,0.3,0.3111624104265859,0.21082588650463885,0.8899567515617491,0.1663159160603692,0.34089549491509824,2766,13865,458,3704,0.056272667622118355
all_epochs,base,flow_only,XGBoost,0.35,0.3679603712787958,0.21625379170879677,0.822200864968765,0.25428416811977633,0.3424397077954568,4229,12402,740,3422,0.07648503308854138
all_epochs,base,flow_only,XGBoost,0.4,0.45207521762131486,0.22711148011170654,0.7229697260932244,0.38428236425951534,0.34564355866980645,6391,10240,1153,3009,0.10725209035273986
all_epochs,base,flow_only,XGBoost,0.45,0.543404030202472,0.24251497005988024,0.6033157135992311,0.5284107991100956,0.3459630752273354,8788,7843,1651,2511,0.13172651270932656
all_epochs,base,flow_only,XGBoost,0.5,0.6265570143798393,0.26091572660915724,0.4723690533397405,0.6651434068907462,0.3361545695477473,11062,5569,2196,1966,0.1375124602304867
all_epochs,base,flow_only,XGBoost,0.55,0.6977348146010677,0.2830574289801758,0.3327727054300817,0.7890686068185918,0.3059083379348426,13123,3508,2777,1385,0.12184131224867345
all_epochs,base,flow_only,XGBoost,0.6,0.742028567306305,0.30499675535366644,0.22585295530994715,0.8712043773675666,0.25952512424075097,14489,2142,3222,940,0.09705733267751371
all_epochs,base,flow_only,XGBoost,0.65,0.768335497523205,0.3269941891178024,0.14872657376261414,0.9233960675846311,0.20445912469033856,15357,1274,3543,619,0.07212264134724533
all_epochs,base,flow_only,XGBoost,0.7,0.7834367335160871,0.35056967572305,0.09610764055742431,0.9554446515543262,0.15085800490288515,15890,741,3762,400,0.05155229211175061
all_epochs,base,flow_only,XGBoost,0.75,0.7903140479969221,0.35,0.05550216242191254,0.9742047982682942,0.09581086686022397,16202,429,3931,231,0.02970696069020673
all_epochs,base,flow_only,XGBoost,0.8,0.793921031116241,0.3072100313479624,0.023546371936568958,0.9867115627442727,0.04374023655434055,16410,221,4064,98,0.010257934680841796
all_epochs,base,flow_only,XGBoost,0.85,0.7975280142355601,0.19230769230769232,0.0036040365209034117,0.9962118934519872,0.007075471698113208,16568,63,4147,15,-0.00018407002710929543
all_epochs,base,flow_only,XGBoost,0.9,0.7993555523493483,0.2222222222222222,0.0009610764055742432,0.9991581985448861,0.0019138755980861245,16617,14,4158,4,0.00011927495046037961
all_epochs,base,flow_only,XGBoost,0.95,0.7998364834319242,0.0,0.0,1.0,0.0,16631,0,4162,0,0.0
all_epochs,base,full_core_fusion,XGBoost,0.05,0.20213533400663686,0.20047238021787334,0.9992791926958193,0.002645661716072395,0.3339489320700177,44,16587,3,4159,0.0019248544118917188
all_epochs,base,full_core_fusion,XGBoost,0.1,0.21516856634444284,0.20122880314573605,0.9836617011052379,0.022848896638807046,0.3341086220263598,380,16251,68,4094,0.006510597744044944
all_epochs,base,full_core_fusion,XGBoost,0.15,0.24262973115952485,0.20307534597642235,0.9519461797212878,0.06511935542060009,0.33474146671172694,1083,15548,200,3962,0.0170655351418878
all_epochs,base,full_core_fusion,XGBoost,0.2,0.28447073534362527,0.20686070686070687,0.9084574723690534,0.12831459322951116,0.3369875222816399,2134,14497,381,3781,0.03677206559856461
all_epochs,base,full_core_fusion,XGBoost,0.25,0.3332371471168182,0.212890625,0.8642479577126382,0.20034874631711863,0.3416278848893532,3332,13299,565,3597,0.06459670402975681
all_epochs,base,full_core_fusion,XGBoost,0.3,0.3886885009378156,0.2192815393708544,0.8022585295530995,0.28519030725753114,0.3444220950023209,4743,11888,823,3339,0.08744883681063076
all_epochs,base,full_core_fusion,XGBoost,0.35,0.4478430240946472,0.22511830541575903,0.7200864968765017,0.37971258493175397,0.3430042918454936,6315,10316,1165,2997,0.0997990818082557
all_epochs,base,full_core_fusion,XGBoost,0.4,0.5139229548405714,0.2336230845057801,0.626381547333013,0.48577956827611085,0.3403172116702565,8079,8552,1555,2607,0.11216111560912378
all_epochs,base,full_core_fusion,XGBoost,0.45,0.5882268070985428,0.2479954180985109,0.5201826045170591,0.6052552462269256,0.33586720446788704,10066,6565,1997,2165,0.12543785074398484
all_epochs,base,full_core_fusion,XGBoost,0.5,0.6592122348867407,0.27091820745847695,0.41542527630946663,0.7202212735253443,0.32795902883156297,11978,4653,2433,1729,0.13564654983481095
all_epochs,base,full_core_fusion,XGBoost,0.55,0.7179820131775116,0.3011682242990654,0.30970687169629985,0.8201551319824424,0.3053778725420516,13640,2991,2873,1289,0.12986200367874234
all_epochs,base,full_core_fusion,XGBoost,0.6,0.7607367864185063,0.3393915448439352,0.2063911580970687,0.899464854789249,0.25668608994471837,14959,1672,3303,859,0.10585601288631774
all_epochs,base,full_core_fusion,XGBoost,0.65,0.7834848266243447,0.3678071539657854,0.11364728495915426,0.951115386928026,0.1736417033773862,15818,813,3689,473,0.06476267188718032
all_epochs,base,full_core_fusion,XGBoost,0.7,0.7934881931419228,0.3695652173913043,0.04493032196059587,0.9808189525584752,0.08011996572407884,16312,319,3975,187,0.025749274519071053
all_epochs,base,full_core_fusion,XGBoost,0.75,0.7976242004520753,0.375,0.016578567996155695,0.9930852023329926,0.031753336401288544,16516,115,4093,69,0.009663770329148225
all_epochs,base,full_core_fusion,XGBoost,0.8,0.7986341557254846,0.24489795918367346,0.0028832292167227293,0.9977752390114846,0.00569935882213251,16594,37,4150,12,0.0006584682282073651
all_epochs,base,full_core_fusion,XGBoost,0.85,0.7996441109988939,0.3333333333333333,0.0009610764055742432,0.9995189705970777,0.0019166267369429804,16623,8,4158,4,0.0004800470026520287
all_epochs,base,full_core_fusion,XGBoost,0.9,0.7998364834319242,0.0,0.0,1.0,0.0,16631,0,4162,0,0.0
all_epochs,base,full_core_fusion,XGBoost,0.95,0.7998364834319242,0.0,0.0,1.0,0.0,16631,0,4162,0,0.0
all_epochs,base,late_fusion,XGBoost,0.05,0.2001635165680758,0.2001635165680758,1.0,0.0,0.3335604087357243,0,16631,0,4162,0.0
all_epochs,base,late_fusion,XGBoost,0.1,0.2001635165680758,0.2001635165680758,1.0,0.0,0.3335604087357243,0,16631,0,4162,0.0
all_epochs,base,late_fusion,XGBoost,0.15,0.20045207521762132,0.2001924464758239,0.9997597308986065,0.0004209007275569719,0.3335872048743336,7,16624,1,4161,0.00018063162616344108
all_epochs,base,late_fusion,XGBoost,0.2,0.20468426874428894,0.20034868516635188,0.993993272465161,0.007155312368468523,0.33348111724638263,119,16512,25,4137,0.0011485848336294513
all_epochs,base,late_fusion,XGBoost,0.25,0.22536430529505122,0.20290503904889817,0.9800576645843344,0.03649810594672599,0.3362044096435195,607,16024,83,4079,0.016555770531060388
all_epochs,base,late_fusion,XGBoost,0.3,0.2777377001875631,0.20864197530864198,0.9339259971167708,0.11352293908965186,0.3410845910845911,1888,14743,275,3887,0.047448936206422765
all_epochs,base,late_fusion,XGBoost,0.35,0.36435338815947677,0.2187364105112754,0.8459875060067276,0.24382177860621732,0.3475985981539069,4055,12576,641,3521,0.0898092846129448
all_epochs,base,late_fusion,XGBoost,0.4,0.46659933631510603,0.23224360460622923,0.7220086496876502,0.40268173892129155,0.3514414361733232,6697,9934,1157,3005,0.12469038860894166
all_epochs,base,late_fusion,XGBoost,0.45,0.5806761891021016,0.25555197940135177,0.5723209995194618,0.5827671216403103,0.3533338277831343,9692,6939,1780,2382,0.1550881211597721
all_epochs,base,late_fusion,XGBoost,0.5,0.682681671716443,0.28832116788321166,0.39860643921191735,0.7537730743791714,0.3346107301331182,12536,4095,2503,1659,0.1523795135910888
all_epochs,base,late_fusion,XGBoost,0.55,0.7549656134275958,0.33908244222145567,0.23618452666987025,0.8847934580001202,0.2784308171647075,14715,1916,3179,983,0.12097798466999055
all_epochs,base,late_fusion,XGBoost,0.6,0.7885346029913913,0.3951828724353256,0.10643921191734743,0.959232758102339,0.16770774181336362,15953,678,3719,443,0.06567197001968639
all_epochs,base,late_fusion,XGBoost,0.65,0.7973837349107873,0.4117647058823529,0.028592023065833735,0.9897781251879021,0.053471130083127386,16461,170,4043,119,0.01837014825373573
all_epochs,base,late_fusion,XGBoost,0.7,0.8005097869475304,0.6346153846153846,0.007928880345987505,0.9988575551680596,0.01566207878500237,16612,19,4129,33,0.006786435514047229
all_epochs,base,late_fusion,XGBoost,0.75,0.7998364834319242,0.5,0.0007208073041806823,0.9998196139739042,0.0014395393474088292,16628,3,4159,3,0.0005404212780848461
all_epochs,base,late_fusion,XGBoost,0.8,0.7998364834319242,0.0,0.0,1.0,0.0,16631,0,4162,0,0.0
all_epochs,base,late_fusion,XGBoost,0.85,0.7998364834319242,0.0,0.0,1.0,0.0,16631,0,4162,0,0.0
all_epochs,base,late_fusion,XGBoost,0.9,0.7998364834319242,0.0,0.0,1.0,0.0,16631,0,4162,0,0.0
all_epochs,base,late_fusion,XGBoost,0.95,0.7998364834319242,0.0,0.0,1.0,0.0,16631,0,4162,0,0.0
all_epochs,base,respiratory_spo2_fusion,XGBoost,0.05,0.20030779589284856,0.20016355589763324,0.9997597308986065,0.0002405147014611268,0.33354709418837675,4,16627,1,4161,2.4560006761653597e-07
all_epochs,base,respiratory_spo2_fusion,XGBoost,0.1,0.2106959072764873,0.20168517436197156,0.9949543488707352,0.014430882087667608,0.33538511379282415,240,16391,21,4141,0.009385230958402824
all_epochs,base,respiratory_spo2_fusion,XGBoost,0.15,0.2337325061318713,0.2043502285628171,0.9774147044690052,0.04762191088930311,0.3380281690140845,792,15839,94,4068,0.025036615358308367
all_epochs,base,respiratory_spo2_fusion,XGBoost,0.2,0.2605203674313471,0.20693079657118962,0.9512253724171071,0.08766760868258072,0.3399158581608998,1458,15173,203,3959,0.03889298109968786
all_epochs,base,respiratory_spo2_fusion,XGBoost,0.25,0.2965421055162795,0.20967652444099208,0.9079769341662662,0.14352714809692743,0.3406806400721208,2387,14244,383,3779,0.051504082263193585
all_epochs,base,respiratory_spo2_fusion,XGBoost,0.3,0.34915596595007936,0.21559939301972686,0.8534358481499279,0.22295712825446456,0.3442360808257014,3708,12923,610,3552,0.07639297640439247
all_epochs,base,respiratory_spo2_fusion,XGBoost,0.35,0.41235031020054824,0.22299388021728667,0.7791926958193176,0.32054596837231675,0.3467522052927025,5331,11300,919,3243,0.09973866419163446
all_epochs,base,respiratory_spo2_fusion,XGBoost,0.4,0.4827105275813976,0.23282009724473257,0.6902931283037002,0.4307618303168781,0.3482002181553751,7164,9467,1289,2873,0.12105495862057825
all_epochs,base,respiratory_spo2_fusion,XGBoost,0.45,0.5592747559274756,0.2509460266879108,0.6054781355117732,0.547712103902351,0.3548296254576176,9109,7522,1642,2520,0.15319023941412424
all_epochs,base,respiratory_spo2_fusion,XGBoost,0.5,0.629394507767037,0.26987012987012987,0.49927919269581933,0.6619565870963863,0.3503625021075704,11009,5622,2084,2078,0.1612357797922055
all_epochs,base,respiratory_spo2_fusion,XGBoost,0.55,0.6928293175587938,0.29761688193560126,0.39308024987986545,0.7678431844146474,0.3387514235428098,12770,3861,2526,1636,0.16092343429451272
all_epochs,base,respiratory_spo2_fusion,XGBoost,0.6,0.7371711633722887,0.32859773743751647,0.30009610764055744,0.8465516204678011,0.31370086650759765,14079,2552,2913,1249,0.14664772810835847
all_epochs,base,respiratory_spo2_fusion,XGBoost,0.65,0.770884432260857,0.3754139072847682,0.21792407496395963,0.9092658288737899,0.27576771055031923,15122,1509,3255,907,0.12718990383774953
all_epochs,base,respiratory_spo2_fusion,XGBoost,0.7,0.7858413889289665,0.39944713199723564,0.13887554060547813,0.9477481811075702,0.2060973435550009,15762,869,3584,578,0.08662372171304833
all_epochs,base,respiratory_spo2_fusion,XGBoost,0.75,0.7943057759823018,0.42363877822045154,0.0766458433445459,0.9739041548914678,0.12980671414038658,16197,434,3843,319,0.05054999823601358
all_epochs,base,respiratory_spo2_fusion,XGBoost,0.8,0.7980089453181359,0.4460227272727273,0.037722248918789045,0.9882749083037701,0.06956136464333186,16436,195,4005,157,0.02599715722255902
all_epochs,base,respiratory_spo2_fusion,XGBoost,0.85,0.7984417832924542,0.384,0.011532916866890917,0.9953700919968733,0.02239328201539538,16554,77,4114,48,0.006903008863764271
all_epochs,base,respiratory_spo2_fusion,XGBoost,0.9,0.799163179916318,0.15,0.0007208073041806823,0.9989778125187903,0.0014347202295552368,16614,17,4159,3,-0.0003013801770290758
all_epochs,base,respiratory_spo2_fusion,XGBoost,0.95,0.7998364834319242,0.0,0.0,1.0,0.0,16631,0,4162,0,0.0
all_epochs,base,spo2_only,XGBoost,0.05,0.20025970278459096,0.20018277139146745,1.0,0.0001202573507305634,0.33358714383040117,2,16629,0,4162,0.00012025735073062371
all_epochs,base,spo2_only,XGBoost,0.1,0.2005001683258789,0.20020207852193994,0.9997597308986065,0.0004810294029222536,0.3336005772468532,8,16623,1,4161,0.00024076030152864192
all_epochs,base,spo2_only,XGBoost,0.15,0.20280863752224307,0.20002899671370578,0.9944738106679482,0.0046900366784919725,0.3330651001850809,78,16553,23,4139,-0.0008361526535598518
all_epochs,base,spo2_only,XGBoost,0.2,0.21185014187466936,0.19999018453082057,0.9790965881787602,0.019842462870542962,0.3321379085500041,330,16301,87,4075,-0.0010609489506968606
all_epochs,base,spo2_only,XGBoost,0.25,0.23127975761073438,0.2016454673934989,0.9598750600672753,0.04894474174733931,0.33327771752732127,814,15817,167,3995,0.008819801814614614
all_epochs,base,spo2_only,XGBoost,0.3,0.2694656855672582,0.20361212642442486,0.9101393560788082,0.10913354578798629,0.33277694808047087,1815,14816,374,3788,0.019272901866794534
all_epochs,base,spo2_only,XGBoost,0.35,0.32693694993507433,0.20638996715437444,0.8303700144161461,0.20095003307077144,0.33060697374085235,3342,13289,706,3456,0.031320047486917524
all_epochs,base,spo2_only,XGBoost,0.4,0.41744817967585246,0.21409564904710535,0.7152811148486304,0.34291383560820154,0.3295511152930758,5703,10928,1185,2977,0.058194950456831984
all_epochs,base,spo2_only,XGBoost,0.45,0.5446544510171692,0.24036014875709533,0.5901009130225853,0.5332812218146834,0.3415855354659249,8869,7762,1706,2456,0.12338213483726879
all_epochs,base,spo2_only,XGBoost,0.5,0.6377146154955995,0.26926762491444217,0.47260932244113407,0.6790331309001263,0.34307142234237376,11293,5338,2195,1967,0.15164245334126036
all_epochs,base,spo2_only,XGBoost,0.55,0.7060549223296302,0.302150974025974,0.35776069197501204,0.7932174854187962,0.3276127612761276,13192,3439,2673,1489,0.15097817739380837
all_epochs,base,spo2_only,XGBoost,0.6,0.752609051122974,0.3483631871525633,0.2710235463719366,0.8731284949792556,0.30486486486486486,14521,2110,3034,1128,0.1441520413511923
all_epochs,base,spo2_only,XGBoost,0.65,0.7750204395710095,0.37702573879885604,0.19005285920230658,0.9214118212975768,0.25271565495207665,15324,1307,3371,791,0.11146468049988334
all_epochs,base,spo2_only,XGBoost,0.7,0.7881498581253307,0.39180765805877116,0.10571840461316674,0.9589321147255127,0.1665089877010407,15948,683,3722,440,0.06465051933867949
all_epochs,base,spo2_only,XGBoost,0.75,0.7947867070648776,0.39766081871345027,0.0490148966842864,0.981420239312128,0.08727272727272728,16322,309,3958,204,0.030435135996414342
all_epochs,base,spo2_only,XGBoost,0.8,0.7968547107199538,0.371900826446281,0.02162421912542047,0.9908604413444771,0.04087193460490463,16479,152,4072,90,0.012484660469897602
all_epochs,base,spo2_only,XGBoost,0.85,0.7986822488337422,0.39090909090909093,0.010331571359923113,0.9959713787505261,0.020131086142322098,16564,67,4119,43,0.006302950110449235
all_epochs,base,spo2_only,XGBoost,0.9,0.7994998316741211,0.36,0.002162421912542047,0.9990379411941555,0.0042990207786004295,16615,16,4153,9,0.0012003631066974663
